Date,Open,High,Low,Close,Volume
4.706429,4.820714,4.675357,4.751786,4.0740169999999996,646422000
4.766071,4.835357,4.715357,4.823929,4.1358690000000005,487552800
4.835357,4.853571,4.780357,4.850357,4.158526,456534400
4.873929,4.999643,4.857143,4.976786,4.266923,452499600
4.963929,5.047857,4.941071,4.9817860000000005,4.271209,456223600
5.0,5.039643,4.966786,5.033929,4.315917,565199600
5.004643,5.149286,5.001429,5.133571,4.401345,550634000
5.189643,5.228571,5.114643,5.166786,4.429823000000001,632716000
5.136429,5.151071,4.979643,5.1375,4.404713,931652400
5.136071,5.162857,5.019643,5.097143,4.370112000000001,676964400
5.081429,5.083929,4.939286,5.008929,4.294480999999999,688623600
4.983929,5.055714,4.948214,4.998214,4.285295,524823600
4.9575,4.967857,4.8585709999999995,4.891786,4.194046,563085600
4.8575,4.890357,4.8175,4.860357,4.167101000000001,539750400
4.880714,4.945357,4.860714,4.869643,4.175061,514805200
4.8810709999999995,4.908929,4.804643,4.842143,4.151485,571412800
4.861071,4.928571,4.8425,4.852857,4.16067,427680400
4.931071,4.982143,4.889286,4.981429,4.270903,721856800
5.023929,5.055714,4.8689290000000005,4.906071,4.206295,634914000
4.871429,4.891071,4.7457139999999995,4.786071,4.10341,706532400
4.836429,4.910714,4.816429,4.865,4.171081,485525600
4.848214,5.007143,4.8289290000000005,4.995,4.28254,589447600
4.9925,5.127143,4.990714,5.087143,4.361539,439384400
5.123571,5.141071,5.055,5.070357,4.3471470000000005,567616000
5.092143,5.135714,5.064286,5.086786,4.361234,434224000
5.125,5.166429,5.09,5.101071,4.373480000000001,414178800
5.044643,5.101071,4.9925,5.000714,4.2874360000000005,370479200
4.953571,4.963929,4.866071,4.950357,4.244263,498688400
4.945714,4.988571,4.827857,4.835714,4.145973000000001,461596800
4.854286,4.93,4.800714,4.900714,4.201702,575929200
4.92,4.928214,4.854643,4.87,4.175368,343025200
4.869286,4.963214,4.868571,4.947143,4.2415080000000005,445275600
4.9835709999999995,5.083571,4.911786,5.083571,4.358477,483501200
5.0725,5.113571,5.041429,5.081071,4.356333,347247600
5.18,5.25,5.154286,5.2457139999999995,4.497493,485587200
5.2057139999999995,5.286429,5.198929,5.268571,4.517089,393570800
5.324286,5.429286,5.3082139999999995,5.419643,4.646614,602154000
5.473929,5.537143,5.388929,5.461071,4.682131,735526400
5.474643,5.479643,5.348214,5.411071,4.639263,874781600
5.635357,5.668929,5.575357,5.597857,4.799405999999999,874104000
5.593929,5.658571,5.555714,5.636429,4.832478,526962800
5.605357,5.714286,5.589286,5.713929,4.898923,438362400
5.720357,5.7457139999999995,5.616429,5.717857,4.902292,433311200
5.674286,5.717857,5.628571,5.714286,4.89923,363554800
5.675,5.730357,5.651786,5.715357,4.900149,382158000
5.775,5.882857,5.767857,5.813929,4.984659,469604800
5.821071,5.892857,5.818214,5.835357,5.003031,422536800
5.900357,5.951429,5.888214,5.943929,5.096117,394240000
5.890357,5.913214,5.864643,5.9125,5.06917,395810800
5.919643,5.978214,5.864643,5.896786,5.055699,423183600
5.913571,5.946786,5.824643,5.853929,5.018953,341616800
5.910357,5.95,5.885714,5.911071,5.067945,387354800
5.916429,5.95,5.845,5.882857,5.043756,300294400
5.846071,5.8707139999999995,5.781429,5.815357,4.9858839999999995,355342400
5.805357,5.9539290000000005,5.802143,5.903929,5.061823,445071200
5.951786,6.023929,5.946429,6.015,5.157051999999999,439980800
5.997857,6.008214,5.911786,5.956429,5.106835,305816000
5.841071,5.8425,5.6935709999999995,5.699643,4.886675,524381200
5.7725,5.865714,5.764643,5.857143,5.021711,431152400
5.8125,5.903571,5.801786,5.878571,5.040083,413271600
5.892143,5.954286,5.878929,5.940357,5.093056,342031200
5.9875,6.048929,5.957143,6.043571,5.181547,416074400
6.075714,6.096786,6.009643,6.037857,5.176648999999999,406929600
6.052143,6.105,6.040357,6.05,5.187058,324354800
6.032857,6.055357,5.9557139999999995,5.978929,5.126125,303998800
6.026786,6.056071,5.886786,6.051786,5.1885900000000005,449181600
6.1525,6.160357,6.018929,6.073214,5.206963,453700800
6.005714,6.030357,5.946429,6.0075,5.150621,311337600
5.999643,6.071429,5.890714,5.903571,5.061515,469028000
5.8792860000000005,5.986071,5.861071,5.899286,5.057842,364249200
5.944286,5.967857,5.892857,5.948214,5.099792,293955200
5.974286,6.096429,5.9675,6.0825,5.214923000000001,374628800
6.177857,6.183571,6.142857,6.176071,5.295148,315047600
6.170714,6.231071,6.060714,6.112143,5.240339,811087200
6.145,6.1875,6.100357,6.162857,5.2838199999999995,491134000
6.175357,6.185,6.1025,6.148571,5.27157,348961200
6.101071,6.210714,6.080357,6.204286,5.319339,322011200
6.215714,6.273214,6.199643,6.255714,5.363430999999999,426470800
6.3567860000000005,6.526786,6.352857,6.495357,5.568894,754023200
6.499286,6.671071,6.498929,6.591071,5.650955000000001,810572000
6.636786,6.6625,6.598571000000001,6.607857000000001,5.6653459999999995,601582800
6.581786,6.612857000000001,6.486429,6.572143,5.634725,437715600
6.613929,6.6207139999999995,6.530357,6.588571000000001,5.64881,356753600
6.621428999999999,6.746428999999999,6.608214,6.625,5.680045,593563600
6.685714,6.703571000000001,6.5275,6.565,5.628602,550880400
6.500357,6.625,6.48,6.513214,5.584204,445239200
6.5667860000000005,6.667142999999999,6.5475,6.648214,5.699947,337444800
6.668928999999999,6.692857000000001,6.5825,6.6207139999999995,5.6763699999999995,345385600
